Conference,Year,Paper Title,Paper DOI,Link,IEEE XPLORE Article Number,"Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,Deduped author names,filename,Citations
InfoVis,2005,A note on space-filling visualizations and space-filling curves,10.1109/INFVIS.2005.1532145,http://dx.doi.org/10.1109/INFVIS.2005.1532145,1532145,C,"Wattenberg, M.",37550759700,"Wattenberg, M.",wattensp_infovis_05,963283;1173152
InfoVis,2005,A sky dome visualisation for identification of astronomical orientations,10.1109/INFVIS.2005.1532123,http://dx.doi.org/10.1109/INFVIS.2005.1532123,1532123,C,"Zotti, G.;Groller, M.E.",37560924800;37282552200,"Zotti, G.;Groller, E.",zotti_infovis_05,
InfoVis,2005,Adapting the cognitive walkthrough method to assess the usability of a knowledge domain visualization,10.1109/INFVIS.2005.1532147,http://dx.doi.org/10.1109/INFVIS.2005.1532147,1532147,C,"Allendoerfer, K.;Aluker, S.;Panjwani, G.;Proctor, J.;Sturtz, D.;Vukovic, M.;Chen, C.",37550734100;37550734900;37550735400;37560563600;37550735800;37555142200;37280749300,"Allendoerfer, K.;Aluker, S.;Panjwani, G.;Proctor, J.;Sturtz, D.;Vukovic, M.;Chen, C.",allendoe_infovis_05,
InfoVis,2005,An evaluation of content browsing techniques for hierarchical space-filling visualizations,10.1109/INFVIS.2005.1532132,http://dx.doi.org/10.1109/INFVIS.2005.1532132,1532132,C,"Kang Shi;Irani, P.;Li, B.",37555057000;37283481700;37559018700,"Kang Shi;Irani, P.;Li, B.",shi_infovis_05,885091;1382899
InfoVis,2005,An interactive 3D integration of parallel coordinates and star glyphs,10.1109/INFVIS.2005.1532141,http://dx.doi.org/10.1109/INFVIS.2005.1532141,1532141,C,"Fanea, E.;Carpendale, S.;Isenberg, T.",37550785900;37285000100;37297057400,"Fanea, E.;Carpendale, S.;Isenberg, T.",fanea_infovis_05,485139;1249024;1249008;1173157;1382893;1249015;1382895;1382894;809866;1173151;346302;663866;146402
InfoVis,2005,An optimization-based approach to dynamic visual context management,10.1109/INFVIS.2005.1532146,http://dx.doi.org/10.1109/INFVIS.2005.1532146,1532146,C,"Zhen Wen;Zhou, M.X.;Aggarwal, V.",37548307800;37399569300;37567125300,"Zhen Wen;Zhou, M.X.;Aggarwal, V.",wen_infovis_05,885091;885093;636718
InfoVis,2005,"Baby names, visualization, and social data analysis",10.1109/INFVIS.2005.1532122,http://dx.doi.org/10.1109/INFVIS.2005.1532122,1532122,C,"Wattenberg, M.",37550759700,"Wattenberg, M.",wattenba_infovis_05,1382897;885098
InfoVis,2005,Dig-CoLa: directed graph layout through constrained energy minimization,10.1109/INFVIS.2005.1532130,http://dx.doi.org/10.1109/INFVIS.2005.1532130,1532130,C,"Dwyer, T.;Koren, Y.",37326161000;37414256700,"Dwyer, T.;Koren, Y.",dwyer_infovis_05,
InfoVis,2005,Dynamic visualization of graphs with extended labels,10.1109/INFVIS.2005.1532131,http://dx.doi.org/10.1109/INFVIS.2005.1532131,1532131,C,"Pak Chung Wong;Mackey, P.;Perrine, K.;Eagan, J.;Foote, H.;Thomas, J.",37280665600;37550755900;37550754400;37550755100;37372586800;37273308900,"Pak Chung Wong;Mackey, P.;Perrine, K.;Eagan, J.;Foote, H.;Thomas, J.",wong_infovis_05,
InfoVis,2005,Elastic hierarchies: combining treemaps and node-link diagrams,10.1109/INFVIS.2005.1532129,http://dx.doi.org/10.1109/INFVIS.2005.1532129,1532129,C,"Shengdong Zhao;McGuffin, M.J.;Chignell, M.H.",37560414100;37403234300;37388674500,"Shengdong Zhao;McGuffin, M.J.;Chignell, M.H.",zhao_infovis_05,885091;1173148
InfoVis,2005,Flow map layout,10.1109/INFVIS.2005.1532150,http://dx.doi.org/10.1109/INFVIS.2005.1532150,1532150,C,"Doantam Phan;Ling Xiao;Yeh, R.;Hanrahan, P.",;;;,"Doantam Phan;Ling Xiao;Yeh, R.;Hanrahan, P.",phan_infovis_05,528697;559226
InfoVis,2005,Graph-theoretic scagnostics,10.1109/INFVIS.2005.1532142,http://dx.doi.org/10.1109/INFVIS.2005.1532142,1532142,C,"Wilkinson, L.;Anand, A.;Grossman, R.",37560536200;37548165700;37270222000,"Wilkinson, L.;Anand, A.;Grossman, R.",wilkinso_infovis_05,1249006;1382892;1382895
InfoVis,2005,Highlighting conflict dynamics in event data,10.1109/INFVIS.2005.1532135,http://dx.doi.org/10.1109/INFVIS.2005.1532135,1532135,C,"Brandes, U.;Fleischer, D.;Lerner, J.",37550836200;37561234600;37552262100,"Brandes, U.;Fleischer, D.;Lerner, J.",brandes_infovis_05,
InfoVis,2005,Importance-driven visualization layouts for large time series data,10.1109/INFVIS.2005.1532148,http://dx.doi.org/10.1109/INFVIS.2005.1532148,1532148,C,"Hao, M.C.;Dayal, U.;Keim, D.A.;Schreck, T.",37274264300;37275646700;37283138700;37282557600,"Hao, M.C.;Dayal, U.;Keim, D.A.;Schreck, T.",hao_infovis_05,801867;801851;485140;801860;885086
InfoVis,2005,Interactive Sankey diagrams,10.1109/INFVIS.2005.1532152,http://dx.doi.org/10.1109/INFVIS.2005.1532152,1532152,C,"Riehmann, P.;Hanfler, M.;Froehlich, B.",37550728300;37550731200;37282977500,"Riehmann, P.;Hanfler, M.;Froehlich, B.",riehmann_infovis_05,398870;559226
InfoVis,2005,Interactive visualization of genealogical graphs,10.1109/INFVIS.2005.1532124,http://dx.doi.org/10.1109/INFVIS.2005.1532124,1532124,C,"McGuffin, M.J.;Balakrishnan, R.",37403234300;37394495600,"McGuffin, M.J.;Balakrishnan, R.",mcguffin_infovis_05,1382899;636718;175815;1173148
InfoVis,2005,Low-level components of analytic activity in information visualization,10.1109/INFVIS.2005.1532136,http://dx.doi.org/10.1109/INFVIS.2005.1532136,1532136,C,"Amar, R.;Eagan, J.;Stasko, J.",37418696100;37550755100;37267736900,"Amar, R.;Eagan, J.;Stasko, J.",amar_infovis_05,146375;729560;885092;1382884;963289
InfoVis,2005,Multivariate glyphs for multi-object clusters,10.1109/INFVIS.2005.1532140,http://dx.doi.org/10.1109/INFVIS.2005.1532140,1532140,C,"Chlan, E.B.;Rheingans, P.",37550762600;37282292000,"Chlan, E.B.;Rheingans, P.",chlan_infovis_05,528691;568111;809866;885677
InfoVis,2005,Parallel sets: visual analysis of categorical data,10.1109/INFVIS.2005.1532139,http://dx.doi.org/10.1109/INFVIS.2005.1532139,1532139,C,"Bendix, F.;Kosara, R.;Hauser, H.",37550751300;37282563400;37274158800,"Bendix, F.;Kosara, R.;Hauser, H.",bendix_infovis_05,146386;146402;1249016;1173157
InfoVis,2005,PRISAD: a partitioned rendering infrastructure for scalable accordion drawing,10.1109/INFVIS.2005.1532127,http://dx.doi.org/10.1109/INFVIS.2005.1532127,1532127,C,"Slack, J.;Hildebrand, K.;Munzner, T.",37561415800;37565728600;37349490300,"Slack, J.;Hildebrand, K.;Munzner, T.",slack_infovis_05,1173156;1382905
InfoVis,2005,Revealing structure within clustered parallel coordinates displays,10.1109/INFVIS.2005.1532138,http://dx.doi.org/10.1109/INFVIS.2005.1532138,1532138,C,"Johansson, J.;Ljung, P.;Jern, M.;Cooper, M.",37273045500;37284208400;37283245900;37268765000,"Johansson, J.;Ljung, P.;Jern, M.;Cooper, M.",johansso_infovis_05,146402;809866;1382894
InfoVis,2005,Simple 3D glyphs for spatial multivariate data,10.1109/INFVIS.2005.1532137,http://dx.doi.org/10.1109/INFVIS.2005.1532137,1532137,C,"Forsell, C.;Seipel, S.;Lind, M.",;37567225900;37561614400,"Forsell, C.;Seipel, S.;Lind, M.",forsell_infovis_05,
InfoVis,2005,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,10.1109/INFVIS.2005.1532149,http://dx.doi.org/10.1109/INFVIS.2005.1532149,1532149,C,"Poonam Shanbhag;Rheingans, P.;desJardins, M.",37550761800;37282292000;37552291200,"Poonam Shanbhag;Rheingans, P.;desJardins, M.",shanbhag_infovis_05,963273;963274
InfoVis,2005,The visual code navigator: an interactive toolset for source code investigation,10.1109/INFVIS.2005.1532125,http://dx.doi.org/10.1109/INFVIS.2005.1532125,1532125,C,"Lommerse, G.;Nossin, F.;Voinea, L.;Telea, A.",37550821300;37550820700;37267197100;37268047100,"Lommerse, G.;Nossin, F.;Voinea, L.;Telea, A.",lommerse_infovis_05,801860;964541_09
InfoVis,2005,Turning the bucket of text into a pipe,10.1109/INFVIS.2005.1532133,http://dx.doi.org/10.1109/INFVIS.2005.1532133,1532133,C,"Hetzler, E.G.;Crow, V.L.;Payne, D.A.;Turner, A.E.",37266114100;37352143800;37276713300;37266113100,"Hetzler, E.;Crow, V.;Payne, D.A.;Turner, A.E.",hetzler_infovis_05,963274;1173160;1249014;801853
InfoVis,2005,Two-tone pseudo coloring: compact visualization for one-dimensional data,10.1109/INFVIS.2005.1532144,http://dx.doi.org/10.1109/INFVIS.2005.1532144,1532144,C,"Saito, T.;Miyamura, H.N.;Yamamoto, M.;Saito, H.;Hoshiya, Y.;Kaseda, T.",37289526000;37550723900;37558894100;37554270200;37550743700;37550743200,"Saito, T.;Miyamura, H.N.;Yamamoto, M.;Saito, H.;Hoshiya, Y.;Kaseda, T.",saito_infovis_05,
InfoVis,2005,Visual correlation for situational awareness,10.1109/INFVIS.2005.1532134,http://dx.doi.org/10.1109/INFVIS.2005.1532134,1532134,C,"Livnat, Y.;Agutter, J.;Shaun Moon;Foresti, S.",37282553200;37442679500;37553253600;37354354100,"Livnat, Y.;Agutter, J.;Shaun Moon;Foresti, S.",livnat_infovis_05,1250415
InfoVis,2005,Visualization of graphs with associated timeseries data,10.1109/INFVIS.2005.1532151,http://dx.doi.org/10.1109/INFVIS.2005.1532151,1532151,C,"Saraiya, P.;Lee, P.;North, C.",37419557200;37555373200;37419565900,"Saraiya, P.;Lee, P.;North, C.",saraiya_infovis_05,1382886;559226;1249009
InfoVis,2005,Visualizing coordination in situ,10.1109/INFVIS.2005.1532143,http://dx.doi.org/10.1109/INFVIS.2005.1532143,1532143,C,"Weaver, C.",37564883300,"Weaver, C.",weaver_infovis_05,1173141;1382904;1382905;559213;636792;1173142;885092;1173163
InfoVis,2005,Vizster: visualizing online social networks,10.1109/INFVIS.2005.1532126,http://dx.doi.org/10.1109/INFVIS.2005.1532126,1532126,C,"Heer, J.;Boyd, D.",37550791300;37390972800,"Heer, J.;Boyd, D.",heer_infovis_05,1382886
InfoVis,2005,Voronoi treemaps,10.1109/INFVIS.2005.1532128,http://dx.doi.org/10.1109/INFVIS.2005.1532128,1532128,C,"Balzer, M.;Deussen, O.",37282568100;37266781000,"Balzer, M.;Deussen, O.",balzer_infovis_05,1382900;963283;175815;1372178;235217;801860
InfoVis,2004,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,10.1109/INFVIS.2004.1,http://dx.doi.org/10.1109/INFVIS.2004.1,1382886,C,"Ghoniem, M.;Fekete, J.;Castagliola, P.",37928384500;37407972900;37939616200,"Ghoniem, M.;Fekete, J.;Castagliola, P.",ghoniem_infovis_04,1249030
InfoVis,2004,A History Mechanism for Visual Data Mining,10.1109/INFVIS.2004.2,http://dx.doi.org/10.1109/INFVIS.2004.2,1382890,C,"Kreuseler, M.;Nocke, T.;Schumann, H.",37938665500;37567262900;,"Kreuseler, M.;Nocke, T.;Schumann, H.",kreusele_infovis_04,729560;1183791;885676;1249009;809871
InfoVis,2004,A Rank-by-Feature Framework for Unsupervised Multidimensional Data Exploration Using Low Dimensional Projections,10.1109/INFVIS.2004.3,http://dx.doi.org/10.1109/INFVIS.2004.3,1382892,C,"Seo, J.;Shneiderman, B.",37934431900;37283016400,"Jinwook Seo.;Shneiderman, B.",seo_infovis_04,346302;146402;1249015;729568
InfoVis,2004,An Evaluation of Microarray Visualization Tools for Biological Insight,10.1109/INFVIS.2004.5,http://dx.doi.org/10.1109/INFVIS.2004.5,1382884,C,"Saraiya, P.;North, C.;Duca, K.",37419557200;37419565900;37419559500,"Saraiya, P.;North, C.;Duca, K.",saraiya_infovis_04,963289
InfoVis,2004,Artifacts of the Presence Era: Using Information Visualization to Create an Evocative Souvenir,10.1109/INFVIS.2004.8,http://dx.doi.org/10.1109/INFVIS.2004.8,1382897,C,"Viegas, F.B.;Perry, E.;Howe, E.;Donath, J.",37681355300;37928946300;37938416400;37323990900,"Viegas, F.B.;Perry, E.;Howe, E.;Donath, J.",viegas_infovis_04,
InfoVis,2004,A Knowledge Task-Based Framework for Design and Evaluation of Information Visualizations,10.1109/INFVIS.2004.10,http://dx.doi.org/10.1109/INFVIS.2004.10,1382902,C,"Amar, R.;Stasko, J.",37418696100;37267736900,"Amar, R.;Stasko, J.",amar_infovis_04,528686;1249032;1249030;963289;1249029;146375
InfoVis,2004,Building Highly-Coordinated Visualizations in Improvise,10.1109/INFVIS.2004.12,http://dx.doi.org/10.1109/INFVIS.2004.12,1382904,C,"Weaver, C.",37564883300,"Weaver, C.",weaver_infovis_04,1173141;885086
InfoVis,2004,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,10.1109/INFVIS.2004.15,http://dx.doi.org/10.1109/INFVIS.2004.15,1382895,C,"Peng, W.;Ward, M.O.;Rundensteiner, E.A.",37929204000;37268441700;37279217900,"Peng, W.;Ward, M.O.;Rundensteiner, E.A.",peng_infovis_04,1249015;567800;146386;729568;809866;559215;885086
InfoVis,2004,Dynamic Drawing of Clustered Graphs,10.1109/INFVIS.2004.18,http://dx.doi.org/10.1109/INFVIS.2004.18,1382908,C,"Frishman, Y.;Tal, A.",37646534300;37337567000,"Frishman, Y.;Tal, A.",frishman_infovis_04,801859
InfoVis,2004,"Evaluating a System for Interactive Exploration of Large, Hierarchically Structured Document Repositories",10.1109/INFVIS.2004.19,http://dx.doi.org/10.1109/INFVIS.2004.19,1382900,C,"Granitzer, M.;Kienreich, W.;Sabol, V.;Andrews, K.;Klieber, W.",37394939100;37546982800;37549965800;37340122200;37549964500,"Granitzer, M.;Kienreich, W.;Sabol, V.;Andrews, K.;Klieber, W.",granitze_infovis_04,567787;636718
InfoVis,2004,Expand-Ahead: A Space-Filling Strategy for Browsing Trees,10.1109/INFVIS.2004.21,http://dx.doi.org/10.1109/INFVIS.2004.21,1382899,C,"McGuffin, M.J.;Davison, G.;Balakrishnan, R.",37403234300;37939943900;37394495600,"McGuffin, M.J.;Davison, G.;Balakrishnan, R.",mcguffin_infovis_04,1173148;1173152
InfoVis,2004,EZEL: a Visual Tool for Performance Assessment of Peer-to-Peer File-Sharing Network,10.1109/INFVIS.2004.25,http://dx.doi.org/10.1109/INFVIS.2004.25,1382889,C,"Voinea, L.;Telea, A.;van Wijk, J.J.",37267197100;37268047100;,"Voinea, L.;Telea, A.;van Wijk, J.J.",voinea_infovis_04,801853;801860;801852;963279;801859;1173149
InfoVis,2004,GeoTime Information Visualization,10.1109/INFVIS.2004.27,http://dx.doi.org/10.1109/INFVIS.2004.27,1382887,C,"Kapler, T.;Wright, W.",37704437500;37654961400,"Kapler, T.;Wright, W.",kapler_infovis_04,1249006
InfoVis,2004,Interactive Visualization of Small World Graphs,10.1109/INFVIS.2004.43,http://dx.doi.org/10.1109/INFVIS.2004.43,1382909,C,"van Ham, F.;van Wijk, J.J.",37326291000;37267249200,"van Ham, F.;van Wijk, J.J.",vanham_infovis_04,636718;528686;885677;1249011
InfoVis,2004,Matrix Zoom: A Visual Interface to Semi-External Graphs,10.1109/INFVIS.2004.46,http://dx.doi.org/10.1109/INFVIS.2004.46,1382907,C,"Abello, J.;van Ham, F.",37662339600;,"Abello, J.;van Ham, F.",abello_infovis_04,1249030
InfoVis,2004,Metric-Based Network Exploration and Multiscale Scatterplot,10.1109/INFVIS.2004.47,http://dx.doi.org/10.1109/INFVIS.2004.47,1382901,C,"Chiricota, Y.;Jourdan, F.;Melancon, G.",37282997400;37283172300;37283186100,"Chiricota, Y.;Jourdan, F.;Melancon, G.",chiricot_infovis_04,485139;801858;636791;1249005;1249011;885090
InfoVis,2004,Non-Euclidean Spring Embedders,10.1109/INFVIS.2004.49,http://dx.doi.org/10.1109/INFVIS.2004.49,1382910,C,"Kobourov, S.G.;Wampler, K.",37398749700;37550247700,"Kobourov, S.;Wampler, K.",kobourov_infovis_04,636718;1173159
InfoVis,2004,Paint Inspired Color Mixing and Compositing for Visualization,10.1109/INFVIS.2004.52,http://dx.doi.org/10.1109/INFVIS.2004.52,1382898,C,"Gossett, N.;Baoquan Chen",37938665000;37559619200,"Gossett, N.;Baoquan Chen",gossett_infovis_04,1250362
InfoVis,2004,RecMap: Rectangular Map Approximations,10.1109/INFVIS.2004.57,http://dx.doi.org/10.1109/INFVIS.2004.57,1382888,C,"Heilmann, R.;Keim, D.A.;Panse, C.;Sips, M.",37943636700;37283138700;37282557300;37827860500,"Heilmann, R.;Keim, D.A.;Panse, C.;Sips, M.",heilmann_infovis_04,745303;175815;1173144
InfoVis,2004,Rethinking Visualization: A High-Level Taxonomy,10.1109/INFVIS.2004.59,http://dx.doi.org/10.1109/INFVIS.2004.59,1382903,C,"Tory, M.;Moller, T.",37275861300;37275858700,"Tory, M.;Moller, T.",tory_infovis_04,146375;885092;636792;801856
InfoVis,2004,"Steerable, Progressive Multidimensional Scaling",10.1109/INFVIS.2004.60,http://dx.doi.org/10.1109/INFVIS.2004.60,1382891,C,"Williams, M.;Munzner, T.",37926388300;37349490300,"Williams, M.;Munzner, T.",williams_infovis_04,1173150;1249013;963275;1173159;1173161;567787;528686;1249012
InfoVis,2004,The InfoVis Toolkit,10.1109/INFVIS.2004.64,http://dx.doi.org/10.1109/INFVIS.2004.64,1382905,C,"Fekete, J.",37407972900,"Fekete, J.",fekete_infovis_04,1249008;885086;1173156;528688;1173148
InfoVis,2004,Time-Varying Data Visualization Using Information Flocking Boids,10.1109/INFVIS.2004.65,http://dx.doi.org/10.1109/INFVIS.2004.65,1382896,C,"Moere, A.V.",,"Moere, A.V.",moere_infovis_04,
InfoVis,2004,Topological Fisheye Views for Visualizing Large Graphs,10.1109/INFVIS.2004.66,http://dx.doi.org/10.1109/INFVIS.2004.66,1382906,C,"Gansner, E.;Koren, Y.;North, S.",37299368000;37414256700;37372818600,"Gansner, E.;Koren, Y.;North, S.C.",gansner_infovis_04,636718;1249011
InfoVis,2004,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,10.1109/INFVIS.2004.68,http://dx.doi.org/10.1109/INFVIS.2004.68,1382894,C,"Artero, A.O.;de Oliveira, M.C.F.;Levkowitz, H.",37267050100;;37282753300,"Artero, A.O.;de Oliveira, M.C.F.;Levkowitz, H.",artero_infovis_04,346302
InfoVis,2004,User Experiments with Tree Visualization Systems,10.1109/INFVIS.2004.70,http://dx.doi.org/10.1109/INFVIS.2004.70,1382885,C,"Kobsa, A.",37326091300,"Kobsa, A.",kobsa_infovis_04,175815;1173148;963285;801860;963289;963290;1173153
InfoVis,2004,Value and Relation Display for Interactive Exploration of High Dimensional Datasets,10.1109/INFVIS.2004.71,http://dx.doi.org/10.1109/INFVIS.2004.71,1382893,C,"Jing Yang;Anilkumar Patro;Huang Shiping;Nishant Mehta;Ward, M.O.;Rundensteiner, E.A.",37292632600;37932988400;37557769100;37554158700;37268441700;37279217900,"Jing Yang;Anilkumar Patro;Huang Shiping;Nishant Mehta;Ward, M.O.;Rundensteiner, E.A.",yang_infovis_04,729568;1249015;346302;1249014;528686;485140
InfoVis,2003,A model of multi-scale perceptual organization in information graphics,10.1109/INFVIS.2003.1249005,http://dx.doi.org/10.1109/INFVIS.2003.1249005,1249005,C,"Wattenberg, M.;Fisher, D.",37550759700;37737355700,"Wattenberg, M.;Fisher, D.",wattenbe_infovis_03,
InfoVis,2003,A virtual workspace for hybrid multidimensional scaling algorithms,10.1109/INFVIS.2003.1249013,http://dx.doi.org/10.1109/INFVIS.2003.1249013,1249013,C,"Ross, G.;Chalmers, M.",37282731400;37283487400,"Ross, G.;Chalmers, M.",ross_infovis_03,1249012;567787
InfoVis,2003,An experimental evaluation of continuous semantic zooming in program visualization,10.1109/INFVIS.2003.1249021,http://dx.doi.org/10.1109/INFVIS.2003.1249021,1249021,C,"Summers, K.L.;Goldsmith, T.E.;Kubica, S.;Caudell, T.P.",38026709000;38202832700;;37297193300,"Summers, K.L.;Goldsmith, T.E.;Kubica, S.;Caudell, T.P.",summers_infovis_03,636784
InfoVis,2003,BARD: A visualization tool for biological sequence analysis,,http://doi.ieeecomputersociety.org/10.1109/INFVIS.2003.1249029,1249029,C,Spell R.;Brady R.;Dietrich F.,,"Spell, R.;Brady, R.;Dietrich, F.",spell_infovis_03,1173155
InfoVis,2003,Between aesthetics and utility: designing ambient information visualizations,10.1109/INFVIS.2003.1249031,http://dx.doi.org/10.1109/INFVIS.2003.1249031,1249031,C,"Skog, T.;Ljungblad, S.;Holmquist, L.E.",38202116700;37296143000;37296141000,"Skog, T.;Ljungblad, S.;Holmquist, L.E.",skog_infovis_03,
InfoVis,2003,Causality visualization using animated growing polygons,10.1109/INFVIS.2003.1249025,http://dx.doi.org/10.1109/INFVIS.2003.1249025,1249025,C,"Elmqvist, N.;Tsigas, P.",37295438200;37295439000,"Elmqvist, N.;Tsigas, P.",elmqvist_infovis_03,729554
InfoVis,2003,Compound brushing,10.1109/INFVIS.2003.1249024,http://dx.doi.org/10.1109/INFVIS.2003.1249024,1249024,C,Hong Chen,38201292600,Hong Chen,chenh_infovis_03,485139;1173157;885092;346302;559216
InfoVis,2003,Constant density displays using diversity sampling,10.1109/INFVIS.2003.1249019,http://dx.doi.org/10.1109/INFVIS.2003.1249019,1249019,C,"Derthick, M.;Christel, M.G.;Hauptmann, A.G.;Wactlar, H.D.",37444609500;37284685200;38478161300;37279681600,"Derthick, M.;Christel, M.G.;Hauptmann, A.G.;Wactlar, H.D.",derthick_infovis_03,729555
InfoVis,2003,Conveying shape with texture: an experimental investigation of the impact of texture type on shape categorization judgments,10.1109/INFVIS.2003.1249022,http://dx.doi.org/10.1109/INFVIS.2003.1249022,1249022,C,"Kim, S.;Hagh-Shenas, H.;Interrante, V.",37963203000;38201808500;37282637800,"Kim, S.;Hagh-Shenas, H.;Interrante, V.",kim_infovis_03,
InfoVis,2003,Coordinated graph and scatter-plot views for the visual exploration of microarray time-series data,10.1109/INFVIS.2003.1249023,http://dx.doi.org/10.1109/INFVIS.2003.1249023,1249023,C,"Craig, P.;Kennedy, J.",37325492100;37334180100,"Craig, P.;Kennedy, J.",craig_infovis_03,1173157
InfoVis,2003,Design choices when architecting visualizations,10.1109/INFVIS.2003.1249007,http://dx.doi.org/10.1109/INFVIS.2003.1249007,1249007,C,"Tang, D.;Stolte, C.;Bosche, R.",37652594600;37442008700;37446738400,"Tang, D.;Stolte, C.;Bosche, R.",tang_infovis_03,559213;1173156;480801;729560;1173141;885086;235219
InfoVis,2003,Developing architectural lighting representations,,http://dl.acm.org/citation.cfm?id=1947411,1249032,C,"Glaser, D. C.;Tan, R;Canny, J.;Do, Ellen Yi-Luen",,"Glaser, D. C.;Tan, R;Canny, J.;Do, Ellen Yi-Luen",glaser_infovis_03,
InfoVis,2003,Dynamic visualization of transient data streams,10.1109/INFVIS.2003.1249014,http://dx.doi.org/10.1109/INFVIS.2003.1249014,1249014,C,"Pak Chung Wong;Foote, H.;Adams, D.;Cowley, W.;Thomas, J.",38193849400;37372586800;38022952100;37672002300;37273308900,"Pak Chung Wong;Foote, H.;Adams, D.;Cowley, W.;Thomas, J.",wongp_infovis_03,567787;663866;1173161;528686;801855
InfoVis,2003,Edgelens: an interactive method for managing edge congestion in graphs,10.1109/INFVIS.2003.1249008,http://dx.doi.org/10.1109/INFVIS.2003.1249008,1249008,C,"Wong, N.;Carpendale, S.;Greenberg, S.",38198657400;38268267400;37352792200,"Wong, N.;Carpendale, S.;Greenberg, S.",wongn_infovis_03,636786;559214
InfoVis,2003,Empirical comparison of dynamic query sliders and brushing histograms,10.1109/INFVIS.2003.1249020,http://dx.doi.org/10.1109/INFVIS.2003.1249020,1249020,C,"Qing Li;North, C.",38199879300;37419565900,"Qing Li;North, C.",li_infovis_03,801862
InfoVis,2003,Exploring high-D spaces with multiform matrices and small multiples,10.1109/INFVIS.2003.1249006,http://dx.doi.org/10.1109/INFVIS.2003.1249006,1249006,C,"MacEachren, A.;Xiping, D.;Hardisty, F.;Diansheng Guo;Lengerich, G.",37374699000;;37945504200;38197945800;38202682500,"MacEachren, A.M.;Xiping, D.;Hardisty, F.;Diansheng Guo;Lengerich, G.",maceachr_infovis_03,175815;729568
InfoVis,2003,FundExplorer: supporting the diversification of mutual fund portfolios using context treemaps,10.1109/INFVIS.2003.1249027,http://dx.doi.org/10.1109/INFVIS.2003.1249027,1249027,C,"Csallner, C.;Handte, M.;Lehmann, O.;Stasko, J.",37540651600;38467650200;38197720100;37267736900,"Csallner, C.;Handte, M.;Lehmann, O.;Stasko, J.",csallner_infovis_03,1173156;235217
InfoVis,2003,Improving Hybrid MDS with Pivot-Based Searching,,http://dl.acm.org/citation.cfm?id=1947387,1249012,C,"Morrison A.;Chalmers,M.",,"Morrison, A.;Chalmers,M.",morrison_infovis_03,1173150;1173159;567787;1173161
InfoVis,2003,Intelligently resolving point occlusion,10.1109/INFVIS.2003.1249018,http://dx.doi.org/10.1109/INFVIS.2003.1249018,1249018,C,"Trutschl, M.;Grinstein, G.;Cvek, U.",37546988100;37360588500;37546985400,"Trutschl, M.;Grinstein, G.;Cvek, U.",trutschl_infovis_03,146402
InfoVis,2003,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",10.1109/INFVIS.2003.1249015,http://dx.doi.org/10.1109/INFVIS.2003.1249015,1249015,C,"Jing Yang;Wei Peng;Ward, M.O.;Rundensteiner, E.A.",;37929204000;37268441700;37279217900,"Jing Yang;Wei Peng;Ward, M.O.;Rundensteiner, E.A.",yang_infovis_03,146386;146402;729568;346302;885086;485140;1173151
InfoVis,2003,Mapping nominal values to numbers for effective visualization,10.1109/INFVIS.2003.1249016,http://dx.doi.org/10.1109/INFVIS.2003.1249016,1249016,C,"Rosario, G.E.;Rundensteiner, E.A.;Brown, D.C.;Ward, M.O.",38202898100;37279217900;38183230000;37268441700,"Rosario, G.E.;Rundensteiner, E.A.;Brown, D.C.;Ward, M.O.",rosario_infovis_03,146386;146402;729568;346302
InfoVis,2003,MoireGraphs: radial focus+context visualization and interaction for graphs with visual nodes,10.1109/INFVIS.2003.1249009,http://dx.doi.org/10.1109/INFVIS.2003.1249009,1249009,C,"Jankun-Kelly, T.J.;Kwan-Liu Ma",38198374100;37275869400,"Jankun-Kelly, T.J.;Kwan-Liu Ma",jankunk_infovis_03,885091;636718;559214;963279;1173151
InfoVis,2003,Multiscale Visualization of Small World Networks,,http://dl.acm.org/citation.cfm?id=1947385,1249011,C,"Aubert, D.;Chiricota Y.;Jourdan F.;Melançon, G.",,"Aubert, D.;Chiricota, Y.;Jourdan, F.;MelanÃ§on, G.",auber_infovis_03,
InfoVis,2003,Smooth and efficient zooming and panning,10.1109/INFVIS.2003.1249004,http://dx.doi.org/10.1109/INFVIS.2003.1249004,1249004,C,"van Wijk, J.J.;Nuij, W.A.A.",37267249200;38201799400,"van Wijk, J.J.;Nuij, W.A.A.",vanwijk_infovis_03,1249030
InfoVis,2003,Thread Arcs: an email thread visualization,10.1109/INFVIS.2003.1249028,http://dx.doi.org/10.1109/INFVIS.2003.1249028,1249028,C,"Kerr, B.",38203152100,"Kerr, B.",kerr_infovis_03,1173155;963290
InfoVis,2003,Using multilevel call matrices in large software projects,10.1109/INFVIS.2003.1249030,http://dx.doi.org/10.1109/INFVIS.2003.1249030,1249030,C,"van Ham, F.",37326291000,"van Ham, F.",vanham_infovis_03,1173141;1249004;175815
